Time_stamp,fault_status_word_1,fault_status_word_2,fault_status_word_3,fault_status_word_4,mcu_0_fault_status,mcu_1_fault_status,mcu_2_fault_status,mcu_3_fault_status,operational_time,operational_state,dynamic_response,min_propulsion_batt_soc,aux_batt_soc,inertial_x_acc_g,inertial_y_acc_g,inertial_x_rate_rps,inertial_y_rate_rps,inertial_z_rate_rps,pse_pitch_deg,pse_pitch_rate_dps,pse_roll_deg,pse_roll_rate_dps,pse_yaw_rate_dps,pse_data_is_valid,yaw_rate_limit_rps,vel_limit_mps,linear_accel_mps2,linear_vel_mps,differential_wheel_vel_rps,right_front_vel_mps,left_front_vel_mps,right_rear_vel_mps,left_rear_vel_mps,right_front_pos_m,left_front_pos_m,right_rear_pos_m,left_rear_pos_m,linear_pos_m,right_front_current_A0pk,left_front_current_A0pk,right_rear_current_A0pk,left_rear_current_A0pk,max_motor_current_A0pk,right_front_current_limit_A0pk,left_front_current_limit_A0pk,right_rear_current_limit_A0pk,left_rear_current_limit_A0pk,min_motor_current_limit_A0pk,front_base_batt_1_soc,front_base_batt_2_soc,rear_base_batt_1_soc,rear_base_batt_2_soc,front_base_batt_1_temp_degC,front_base_batt_2_temp_degC,rear_base_batt_1_temp_degC,rear_base_batt_2_temp_degC,vel_target_mps,yaw_rate_target_rps,angle_target_deg,aux_batt_voltage_V,aux_batt_current_A,aux_batt_temp_degC,abb_system_status,aux_batt_status,aux_batt_faults,7p2V_battery_voltage,ccu_sp_sw_build_id,ccu_uip_sw_build_id,mcu_0_inst_power_W,mcu_1_inst_power_W,mcu_2_inst_power_W,mcu_3_inst_power_W,mcu_0_total_energy_Wh,mcu_1_total_energy_Wh,mcu_2_total_energy_Wh,mcu_3_total_energy_Wh,fram_vel_limit_mps,fram_accel_limit_mps2,fram_decel_limit_mps2,fram_dtz_decel_limit_mps2,fram_coastdown_decel_mps2,fram_yaw_rate_limit_rps,fram_yaw_accel_limit_rps2,fram_tire_diameter_m,fram_wheelbase_length_m,fram_wheel_track_width_m,fram_transmission_ratio,fram_config_bitmap,fram_eth_ip_address,fram_eth_port_number,fram_eth_subnet_mask,fram_eth_gateway,user_feedback_bitmap_1,user_feedback_bitmap_2,user_feedback_bitmap_3,user_feedback_bitmap_4,
0.0768349170685,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,16.17,3,0x00000000,96.484,97.647,0.002,-0.088,-0.019,-0.017,-0.006,-5.075,-0.211,-1.697,-0.152,-0.371,0x00000003,0.0,0.0,0.001,-0.0,0.001,-0.001,0.001,0.0,0.0,0.002,-0.0,0.0,0.0,0.0,-0.763,0.025,0.0,0.0,-0.763,34.991,34.991,0.0,0.0,0.0,96.875,96.484,0.0,0.0,26.438,26.25,0.0,0.0,0.0,0.0,90.0,76.703,0.109,27.438,0x00000000,0x00000000,0x00000000,0.0,1246,1279,1.426,9.519,0.0,0.0,0.007,0.019,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.126920938492,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,16.22,3,0x00000000,96.484,97.647,0.001,-0.087,-0.026,-0.025,-0.025,-5.067,0.019,-1.666,-0.424,-0.722,0x00000003,0.0,0.0,-0.007,-0.0,0.003,-0.002,0.001,0.0,0.0,0.002,-0.0,0.0,0.0,0.0,-0.712,0.025,0.0,0.0,-0.712,34.991,34.991,0.0,0.0,0.0,96.875,96.484,0.0,0.0,26.438,26.25,0.0,0.0,0.0,0.0,90.0,76.703,0.109,27.438,0x00000000,0x00000000,0x00000000,0.0,1246,1279,3.946,9.561,0.0,0.0,0.007,0.019,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.17698597908,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,16.27,3,0x00000000,96.484,97.647,0.001,-0.088,-0.02,-0.03,-0.006,-5.059,0.492,-1.668,-0.311,0.648,0x00000003,0.0,0.0,0.009,-0.0,0.002,-0.0,0.001,0.0,0.0,0.002,-0.0,0.0,0.0,0.0,-0.763,-0.089,0.0,0.0,-0.763,34.991,34.991,0.0,0.0,0.0,96.875,96.484,0.0,0.0,26.438,26.25,0.0,0.0,0.0,0.0,90.0,76.703,0.109,27.438,0x00000000,0x00000000,0x00000000,0.0,1246,1279,-0.391,9.704,0.0,0.0,0.007,0.019,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.227089881897,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,16.32,3,0x00000000,96.484,97.647,0.002,-0.088,-0.013,-0.008,-0.025,-5.044,0.692,-1.68,-0.774,-2.135,0x00000003,0.0,0.0,-0.013,-0.0,0.002,-0.002,0.0,0.0,0.0,0.002,-0.0,0.0,0.0,0.0,-0.75,0.114,0.0,0.0,-0.75,34.991,34.991,0.0,0.0,0.0,96.875,96.484,0.0,0.0,26.438,26.25,0.0,0.0,0.0,0.0,90.0,76.703,0.109,27.438,0x00000000,0x00000000,0x00000000,0.0,1246,1279,2.171,9.539,0.0,0.0,0.007,0.019,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.277156829834,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,16.37,3,0x00000000,96.484,97.647,0.001,-0.088,-0.014,-0.017,-0.019,-5.037,-0.67,-1.669,-0.785,0.686,0x00000003,0.0,0.0,-0.003,-0.0,0.003,-0.001,0.0,0.0,0.0,0.002,-0.0,0.0,0.0,0.0,-0.865,0.114,0.0,0.0,-0.865,34.991,34.991,0.0,0.0,0.0,96.875,96.484,0.0,0.0,26.438,26.25,0.0,0.0,0.0,0.0,90.0,76.703,0.109,27.438,0x00000000,0x00000000,0x00000000,0.0,1246,1279,4.656,9.259,0.0,0.0,0.007,0.019,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.327223062515,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,16.42,3,0x00000000,96.484,97.647,0.002,-0.088,0.0,-0.039,-0.024,-5.018,0.394,-1.66,-0.432,-1.076,0x00000003,0.0,0.0,-0.001,-0.0,0.002,-0.001,0.0,0.0,0.0,0.002,-0.0,0.0,0.0,0.0,-0.852,0.051,0.0,0.0,-0.852,34.991,34.991,0.0,0.0,0.0,96.875,96.484,0.0,0.0,26.438,26.25,0.0,0.0,0.0,0.0,90.0,76.703,0.109,27.438,0x00000000,0x00000000,0x00000000,0.0,1246,1279,2.029,5.935,0.0,0.0,0.007,0.02,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.377331018448,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,16.47,3,0x00000000,96.484,97.647,0.002,-0.088,-0.019,-0.017,-0.006,-5.011,0.372,-1.646,0.124,-0.38,0x00000003,0.0,0.0,-0.003,-0.0,0.002,-0.001,0.0,0.0,0.0,0.002,-0.0,0.0,0.0,0.0,-0.852,0.025,0.0,0.0,-0.852,34.991,34.991,0.0,0.0,0.0,96.875,96.484,0.0,0.0,26.438,26.25,0.0,0.0,0.0,0.0,90.0,76.703,0.109,27.438,0x00000000,0x00000000,0x00000000,0.0,1246,1279,4.287,8.418,0.0,0.0,0.007,0.02,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.427407026291,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,16.52,3,0x00000000,96.484,97.647,0.001,-0.088,-0.018,-0.017,-0.031,-5.026,-0.535,-1.618,-0.16,-1.061,0x00000003,0.0,0.0,-0.006,-0.0,0.003,-0.001,0.0,0.0,0.0,0.002,-0.0,0.0,0.0,0.0,-0.712,0.025,0.0,0.0,-0.712,34.991,34.991,0.0,0.0,0.0,96.875,96.484,0.0,0.0,26.438,26.25,0.0,0.0,0.0,0.0,90.0,76.703,0.109,27.438,0x00000000,0x00000000,0x00000000,0.0,1246,1279,4.745,8.317,0.0,0.0,0.007,0.02,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.477493047714,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,16.57,3,0x00000000,96.484,97.647,0.001,-0.088,-0.016,-0.012,-0.019,-5.029,0.086,-1.6,-0.438,-1.414,0x00000003,0.0,0.0,-0.004,-0.0,0.003,-0.002,0.001,0.0,0.0,0.002,-0.0,0.0,0.0,0.0,-0.852,0.229,0.0,0.0,-0.852,34.991,34.991,0.0,0.0,0.0,96.875,96.484,0.0,0.0,26.438,26.25,0.0,0.0,0.0,0.0,90.0,76.703,0.109,27.438,0x00000000,0x00000000,0x00000000,0.0,1246,1279,3.729,6.754,0.0,0.0,0.007,0.02,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.527552843094,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,16.62,3,0x00000000,96.484,97.647,0.001,-0.087,-0.013,-0.025,-0.037,-5.023,0.744,-1.586,-0.526,0.666,0x00000003,0.0,0.0,0.009,-0.0,0.003,-0.001,0.001,0.0,0.0,0.002,-0.0,0.0,0.0,0.0,-0.865,0.051,0.0,0.0,-0.865,34.991,34.991,0.0,0.0,0.0,96.875,96.484,0.0,0.0,26.438,26.25,0.0,0.0,0.0,0.0,90.0,76.703,0.109,27.438,0x00000000,0x00000000,0x00000000,0.0,1246,1279,3.455,8.615,0.0,0.0,0.007,0.02,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
